0.000000,0.979664,0.979104,0.986785,0.992263,0.987773,0.200000
1.000000,0.982367,0.980005,0.986367,0.992048,0.986486,0.170000
2.000000,0.987130,0.981724,0.984951,0.992048,0.994208,0.150000
3.000000,0.989575,0.983204,0.983664,0.992220,0.996782,0.070000
4.000000,0.991248,0.983976,0.982924,0.991855,0.990991,0.130000
5.000000,0.993308,0.986486,0.982956,0.992069,0.998069,0.120000
6.000000,0.993951,0.988159,0.982988,0.991726,0.989704,0.310000
7.000000,0.993565,0.990347,0.983053,0.991297,0.992278,0.210000
8.000000,0.994208,0.991892,0.984082,0.990611,1.000000,0.260000
9.000000,0.993179,0.992214,0.984951,0.989453,0.985843,0.220000
10.000000,0.990476,0.991892,0.985498,0.988487,0.984556,0.170000
11.000000,0.988616,0.991284,0.985644,0.988006,0.980405,0.240000
12.000000,0.986815,0.990190,0.985957,0.986697,0.983269,0.080000
13.000000,0.983211,0.988710,0.985957,0.985346,0.981982,0.110000
14.000000,0.983855,0.988517,0.986246,0.984788,0.989060,0.110000
15.000000,0.984884,0.987680,0.987083,0.984531,0.989704,0.030000
16.000000,0.985071,0.986844,0.987501,0.984273,0.981338,0.150000
17.000000,0.983655,0.985235,0.987791,0.983780,0.976190,0.200000
18.000000,0.980952,0.982082,0.986987,0.983415,0.968468,0.250000
19.000000,0.976577,0.980216,0.986215,0.983372,0.967181,0.122600
20.000000,0.971943,0.978414,0.985153,0.983136,0.966538,0.070000
21.000000,0.969498,0.977284,0.984284,0.982858,0.969112,0.129900
22.000000,0.966606,0.975131,0.982660,0.982348,0.961731,0.334000
23.000000,0.965963,0.973458,0.981084,0.981790,0.965251,0.074700
24.000000,0.964676,0.970626,0.979571,0.981040,0.960746,0.130000
25.000000,0.964804,0.968374,0.978027,0.980847,0.967181,0.100000
26.000000,0.964161,0.966829,0.976837,0.980611,0.965894,0.090000
27.000000,0.964994,0.965800,0.975517,0.980461,0.965894,0.030000
28.000000,0.963835,0.964899,0.973490,0.979624,0.959459,0.130000
29.000000,0.964479,0.964577,0.972396,0.979002,0.963964,0.120000
30.000000,0.963192,0.963998,0.971206,0.978101,0.960746,0.050000
31.000000,0.961133,0.962647,0.969966,0.977072,0.955598,0.250000
32.000000,0.958044,0.961519,0.968325,0.975613,0.950450,0.160000
33.000000,0.956371,0.960103,0.966780,0.974090,0.951094,0.080000
34.000000,0.954311,0.959395,0.965011,0.972846,0.953668,0.110000
35.000000,0.953411,0.958301,0.963338,0.971452,0.956242,0.070000
36.000000,0.953668,0.957400,0.962115,0.970358,0.956885,0.063000
37.000000,0.954955,0.956499,0.961150,0.969178,0.956885,0.022000
38.000000,0.956371,0.956371,0.960635,0.967784,0.958172,0.030000
39.000000,0.956840,0.955576,0.960077,0.966790,0.956017,0.080000
40.000000,0.957355,0.955383,0.959690,0.965932,0.958816,0.065500
41.000000,0.956840,0.955254,0.958950,0.965062,0.954311,0.070000
42.000000,0.956840,0.955898,0.958708,0.964182,0.956885,0.070000
43.000000,0.957613,0.956992,0.958547,0.963517,0.962033,0.150000
44.000000,0.959459,0.958150,0.958773,0.962724,0.965251,0.100000
45.000000,0.961004,0.959180,0.958740,0.961952,0.966538,0.130000
46.000000,0.961776,0.959308,0.958354,0.961179,0.958172,0.229000
47.000000,0.960746,0.958793,0.957646,0.960364,0.951737,0.190000
48.000000,0.957853,0.957733,0.957052,0.959668,0.947568,0.104800
49.000000,0.951676,0.955568,0.955572,0.958574,0.934363,0.352000
50.000000,0.943143,0.952073,0.953728,0.957151,0.923874,0.360000
51.000000,0.939153,0.950465,0.952859,0.956122,0.938224,0.230000
52.000000,0.935035,0.947891,0.951894,0.955102,0.931145,0.230000
53.000000,0.934582,0.946218,0.951605,0.954437,0.945302,0.250000
54.000000,0.936396,0.944036,0.951093,0.953860,0.943436,0.284000
55.000000,0.940039,0.941591,0.950385,0.953024,0.942085,0.120000
56.000000,0.938366,0.938759,0.949034,0.951823,0.929858,0.250000
57.000000,0.937979,0.936507,0.947650,0.950600,0.929215,0.170000
58.000000,0.936564,0.935573,0.946653,0.949892,0.938224,0.140000
59.000000,0.939305,0.937851,0.946709,0.949665,0.957143,0.430000
60.000000,0.940206,0.940122,0.946098,0.949193,0.946589,0.214000
61.000000,0.942008,0.940187,0.945326,0.948635,0.938867,0.279000
62.000000,0.944067,0.941023,0.944457,0.948270,0.939511,0.160000
63.000000,0.945740,0.941152,0.943685,0.948120,0.946589,0.170000
64.000000,0.944530,0.941918,0.942977,0.948035,0.951094,0.170000
65.000000,0.945302,0.942754,0.942172,0.947841,0.950450,0.220000
66.000000,0.946718,0.944363,0.941561,0.947477,0.945946,0.150000
67.000000,0.949936,0.947001,0.941754,0.947434,0.955598,0.210000
68.000000,0.949550,0.947645,0.941609,0.946983,0.944659,0.200000
69.000000,0.949292,0.946911,0.942381,0.946776,0.949807,0.100000
70.000000,0.948649,0.946976,0.943549,0.946390,0.947233,0.110000
71.000000,0.951609,0.949163,0.944675,0.946605,0.960746,0.290000
72.000000,0.953124,0.951530,0.946276,0.946814,0.963172,0.060000
73.000000,0.955183,0.952366,0.946759,0.946579,0.954955,0.137700
74.000000,0.956598,0.952945,0.947431,0.946300,0.956885,0.080000
75.000000,0.957919,0.953284,0.948019,0.945876,0.953835,0.150000
76.000000,0.956889,0.954249,0.949306,0.945790,0.955598,0.077400
77.000000,0.952028,0.952576,0.949789,0.945361,0.938867,0.330000
78.000000,0.949583,0.952383,0.950014,0.945200,0.942728,0.120000
79.000000,0.948039,0.952319,0.949615,0.945693,0.949163,0.119400
80.000000,0.945946,0.951932,0.949454,0.946343,0.943372,0.090000
81.000000,0.943629,0.950259,0.949711,0.946536,0.944015,0.090000
82.000000,0.946461,0.949245,0.950387,0.947266,0.953024,0.140000
83.000000,0.946731,0.948157,0.950262,0.947225,0.944080,0.230000
84.000000,0.945701,0.946870,0.949908,0.947244,0.944015,0.070000
85.000000,0.945830,0.945888,0.949586,0.947309,0.944015,0.194000
86.000000,0.946216,0.944923,0.949586,0.947845,0.945946,0.100000
87.000000,0.946216,0.946338,0.949457,0.948639,0.953024,0.120000
88.000000,0.947941,0.947336,0.949859,0.949121,0.952703,0.090000
89.000000,0.949356,0.947529,0.949924,0.948920,0.951094,0.110000
90.000000,0.949743,0.947786,0.949859,0.948898,0.945946,0.100000
91.000000,0.948970,0.947593,0.948926,0.949005,0.942085,0.060000
92.000000,0.944852,0.945534,0.947389,0.948769,0.932432,0.240000
93.000000,0.941055,0.944498,0.946328,0.948340,0.933719,0.170000
94.000000,0.937580,0.943468,0.945169,0.947761,0.933719,0.080000
95.000000,0.935006,0.942375,0.944131,0.947182,0.933076,0.040000
96.000000,0.935521,0.942246,0.943584,0.947139,0.944659,0.190000
97.000000,0.936165,0.940508,0.943423,0.946474,0.935650,0.220000
98.000000,0.936937,0.938996,0.943166,0.946238,0.937580,0.080000
99.000000,0.937579,0.937580,0.942554,0.945809,0.936931,0.153800
100.000000,0.935906,0.935456,0.941621,0.945058,0.924710,0.200000
101.000000,0.930758,0.933140,0.940366,0.943664,0.918919,0.280000
102.000000,0.925996,0.931080,0.938307,0.941953,0.911840,0.270000
103.000000,0.917759,0.927348,0.935923,0.940001,0.896396,0.420000
104.000000,0.905405,0.921492,0.932480,0.937277,0.875161,0.629000
105.000000,0.898327,0.917116,0.929745,0.935126,0.889318,0.220000
106.000000,0.892921,0.911840,0.927043,0.933003,0.891892,0.170000
107.000000,0.889704,0.907850,0.924179,0.931566,0.895753,0.249900
108.000000,0.889060,0.903410,0.921203,0.929914,0.893179,0.190000
109.000000,0.889575,0.897490,0.917535,0.927533,0.877735,0.250000
110.000000,0.888417,0.893372,0.914414,0.925538,0.883526,0.199000
111.000000,0.883912,0.888417,0.910778,0.923050,0.869369,0.340000
112.000000,0.878764,0.884234,0.907657,0.920283,0.870013,0.103900
113.000000,0.877477,0.883269,0.905309,0.918372,0.886744,0.260000
114.000000,0.877598,0.883587,0.902540,0.916183,0.878340,0.185000
115.000000,0.874124,0.881270,0.899193,0.913587,0.866152,0.329300
116.000000,0.873609,0.878761,0.895300,0.910949,0.866795,0.050000
117.000000,0.866929,0.872847,0.890348,0.907068,0.836615,0.550000
118.000000,0.859079,0.868278,0.885844,0.903561,0.847490,0.169000
119.000000,0.852909,0.865254,0.881372,0.900108,0.847490,0.250000
120.000000,0.849048,0.861586,0.877479,0.896805,0.846847,0.230000
121.000000,0.847503,0.860556,0.874486,0.894038,0.859073,0.190000
122.000000,0.854054,0.860492,0.872363,0.891935,0.869369,0.320000
123.000000,0.858044,0.858561,0.870915,0.889726,0.867439,0.296000
124.000000,0.861776,0.857342,0.870465,0.887474,0.866152,0.220000
125.000000,0.864736,0.856892,0.869081,0.885093,0.861647,0.200000
126.000000,0.865380,0.856441,0.867601,0.882347,0.862291,0.160000
127.000000,0.860489,0.857272,0.865059,0.879323,0.844916,0.290000
128.000000,0.856885,0.857465,0.862871,0.876384,0.849421,0.290000
129.000000,0.853539,0.857658,0.861456,0.873467,0.849421,0.200000
130.000000,0.850322,0.857529,0.859557,0.870829,0.845560,0.230000
131.000000,0.848391,0.856885,0.858721,0.868619,0.852638,0.210000
132.000000,0.848520,0.854505,0.857498,0.866410,0.845560,0.150000
133.000000,0.847876,0.852381,0.855471,0.864737,0.846203,0.170000
134.000000,0.845431,0.849485,0.853414,0.863471,0.837194,0.170000
135.000000,0.845817,0.848069,0.852481,0.862077,0.847490,0.160000
136.000000,0.844916,0.846654,0.851548,0.860619,0.848134,0.129000
137.000000,0.843887,0.846203,0.851737,0.858774,0.840412,0.190000
138.000000,0.842420,0.845148,0.851306,0.856964,0.838867,0.179000
139.000000,0.842291,0.843861,0.850759,0.855591,0.836551,0.086000
140.000000,0.840360,0.843089,0.850309,0.854068,0.837838,0.120000
141.000000,0.837014,0.840965,0.848925,0.852802,0.831403,0.100000
142.000000,0.835345,0.839616,0.847060,0.851537,0.832066,0.071000
143.000000,0.833981,0.838200,0.845291,0.849714,0.832046,0.120000
144.000000,0.831535,0.836913,0.843199,0.847914,0.824324,0.230000
