order_book_id,date,limit_up,num_trades,close,high,volume,limit_down,open,low,total_turnover,turnover_rate
603039.XSHG,2017-09-27,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-09-28,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-09-29,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-09,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-10,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-11,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-12,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-13,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-16,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-17,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-18,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-19,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-20,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-23,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-24,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-25,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-26,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-27,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-30,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-10-31,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-01,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-02,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-03,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-06,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-07,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-08,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-09,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-10,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-13,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-14,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-15,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-16,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-17,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-20,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-21,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-22,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-23,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-24,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-27,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-28,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-29,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-11-30,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-01,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-04,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-05,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-06,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-07,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-08,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-11,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-12,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-13,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-14,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
603039.XSHG,2017-12-15,0.0,0.0,64.8398,64.8398,0.0,0.0,64.8398,64.8398,0.0,0.0
